Beta0,amp,phase,mu_EI,mu_IR,mu_RS,rho,N,S0,E0,I0,R0,k,loglik,loglik.se
6.4739429381788804,0.015055699270676277,-17.73991469787721,880.5532016447872,20.70380556057901,22.310672870390167,0.15569258051702084,3800000,0.24125902707957972,0.024395668274101036,0.024830589067653397,0.7095147155786657,1.6029488079656937,-1294.1511918956494,2.8990794836941256
6.747574051232831,0.02536582914927654,-10.075162211031474,29.93234449249142,30.714825144185564,0.36162652773516674,0.14522965459621298,3800000,0.2352152486766203,0.024115789968888156,0.02416812290922614,0.7165008384452655,2.118450212020622,-1069.8777997822972,0.28403974266852317
5.939726437123095,0.010169056383098438,-23.552059491308807,20.8137884593536,13.722951089107749,295.86470409640805,0.3028443322390461,3800000,0.23513301585120489,0.023106811729564882,0.023133571470733423,0.7186266009484968,0.9646483752478161,-1326.533341255447,3.4392080773529004
7.980041704153895,0.15117819840675323,-8.111258289223741,23.650254758901855,69.55381719223365,1.190741250678255,2.423524479373953e-4,3800000,0.23291428473212356,0.023759506672853214,0.02376510213600694,0.7195611064590163,2.030731546927841,-1026.7202570387801,0.014962822277619392
6.836360045152735,0.030670237894867163,-8.687201414792106,21.364083001472775,78.42267902193653,31.239845074753344,0.07671512844873511,3800000,0.2354784631410915,0.023567309362337724,0.023338567319533213,0.7176156601770375,1.283215440000325,-1258.7418208948834,0.46635279116788314
6.721265220550439,0.06770970731934861,-12.006691841770733,19.035885273467528,480.1916763273652,233.77370501570323,0.29760665381495355,3800000,0.24169194359066576,0.024597495347987202,0.024281351984833312,0.7094292090765137,1.5248899390164339,-1252.3115717234323,2.192559388143769
7.253605447533373,0.00811689766378155,-20.48920293735763,0.030699795106412728,20.15533188583247,7.135705960143865,0.018143198864226863,3800000,0.23762030975670048,0.02453729040824231,0.023459406876077105,0.7143829929589801,0.70174403674163,-1135.8936480423208,0.0019461408215889933
6.886627825818739,0.007798234788350866,-17.56039802494587,14.508536351764224,274.07259683695526,16.801496493685885,0.010761760073014664,3800000,0.2369838765665121,0.023234109286210145,0.022772862974599968,0.7170091511726779,0.6764039215572206,-1288.3421679924095,2.1982842314557587
7.679434029590621,0.024230571157227068,-20.548916252922222,0.014096198846050324,22.738148212009825,55.29463180838904,0.04143928610862643,3800000,0.24059293320509367,0.02319114649578275,0.023284632944864856,0.7129312873542586,0.7003123417917128,-1136.8815072031966,0.002680252251920687
7.943097553010227,0.1482891179159801,-8.184731405497326,20.455822832088565,59.01927869671923,1.11112240107071,2.6275711665859627e-4,3800000,0.23770898866437148,0.022754704212994328,0.023874392604253104,0.715661914518381,2.0065485788054733,-1027.653478307373,0.011968195282060737
6.9252602224623665,0.004155963111797481,-19.833061124979846,32.76265702365076,354.7351165948801,0.2759071444626554,0.2672323693087958,3800000,0.23681409433258624,0.02475953639897868,0.02445396395100154,0.7139724053174336,2.0357208845218975,-1069.086495747783,0.17101320835372633
3.2615635052519774,0.008963938912354101,-22.259037434215216,36.20168922818903,4.456787061753163,30.873460930657686,0.6866646594171444,3800000,0.23549608780329817,0.023622683498063773,0.022916842817477474,0.7179643858811605,0.821186647352894,-1447.4012031712614,6.431736186409845
5.270978429290525,0.05316568163901531,-5.473677129703512,42.9242452482079,10.1761163591189,49.87503224809803,0.045056176963585444,3800000,0.24485515074517614,0.02388420454298307,0.02415398266791447,0.7071066620439264,1.1493883643717469,-1237.9859336000366,0.25374558854587803
5.994413683572222,0.0018196322923985998,-16.315602731936373,686.670402838924,14.263106280590952,8.757202554321196,0.026830697184727418,3800000,0.23935599070112434,0.023427776110015747,0.023872556284590517,0.7133436769042695,0.7551311600919143,-1220.5233701510151,4.1007229330005615
6.8082488801432,0.04519896441017656,-9.714717852661275,9.132405384377751,204.25057601373612,0.20542507838135193,0.655750511943595,3800000,0.23700779647010758,0.02377597927573041,0.023641321192064076,0.7155749030620979,2.4277331395874993,-1066.5166100022525,0.14033000595084935
7.300438095351849,0.0035730666503485603,-23.12189285914049,33.78749025555248,73.7954706206083,715.2648584631467,2.2345173532534575e-4,3800000,0.23759668413615048,0.023437323433320684,0.0236046329257669,0.7153613595047619,0.7770753898235306,-1141.1816039658859,0.0031609797683307965
6.539737338666927,0.06483794854441192,-8.574387786050126,38.82108895621474,21.789371325647043,438.8830085610737,0.0435746894693943,3800000,0.24168221254159772,0.02404104063296684,0.024401739952571826,0.7098750068728636,0.8141636402342377,-1214.3138502464114,0.22932583727820655
10.267824468346557,0.9598995025745384,-2.8173127215954388,0.19955738861312716,65.50602980109049,327.0981502461562,4.721621194475025e-4,3800000,0.23787512504036112,0.02348537187825048,0.023680157923151656,0.7149593451582367,2.050464700288596,-1016.7234344163642,7.935859808593782e-4
7.023705221016935,0.051526055855477516,-2.3264016347211784,26.51819145078882,70.15664519506207,0.6407650684669073,0.00435981661301852,3800000,0.23772592997054642,0.023663917428396034,0.02417908995555243,0.714431062645505,2.5484541743977345,-1044.281675270939,0.48793285741574066
8.79985778888628,0.241915779004445,-9.032135170764239,9.794562440514701,37.000690649106424,31.356366899035216,6.0420107228090354e-5,3800000,0.24100861181128477,0.024049243134640033,0.023493792119513798,0.7114483529345615,1.9034011254120495,-1032.7543158214469,0.0039239283892333904
6.911890250291504,0.0029564095290930408,-21.494584144817217,16.270907728130158,202.4394337769189,52.517591962314796,0.22297353250511504,3800000,0.23656101410262886,0.023093412060533034,0.02381470083356624,0.7165308730032718,1.3063457402353522,-1373.947460457253,1.4461492492225019
167.43224607460556,0.0033614279081724033,-2.108435161478251,271.6749105369936,39.225733894738894,0.02421951866801256,9.977118446352405e-4,3800000,0.2374275190143113,0.02408031988041072,0.023110197232231153,0.7153819638730469,0.7299191764766052,-1129.9954179596589,0.0012916533159686937
1.9002326011320254,0.2288013789415182,-5.6015906575506484,117.85701462725893,1.8742289492649138,41.85728240644061,1.6489156666214745e-4,3800000,0.23753615353573113,0.02462935313317371,0.02403481357960797,0.7137996797514873,1.6433612477256894,-1040.53725468793,0.00891066453673851
6.631819858633678,0.10295536031087685,-10.820393494428822,7.142646460353175,65.84318410548404,72.89884833122457,0.8362911094598614,3800000,0.24126545079833492,0.02354687240029407,0.02405348162344452,0.7111341951779265,1.3641710573215164,-1308.34199672182,3.421205185783823
7.30350033849022,0.03578411827287894,-20.918869634874877,34.37147763804447,18.782763374534333,84.00969654974396,1.0151831517327437e-4,3800000,0.23137606403132674,0.02313175322972318,0.02319469303896717,0.722297489699983,0.7799866852510099,-1124.43512851563,9.919434316383864e-4
7.291307434742359,0.08321213375192249,-6.768305814572303,14.81310950589814,33.33149407432259,194.54148717295195,1.8429417505563253e-4,3800000,0.23926756795274182,0.023996733230460626,0.024374676378421337,0.7123610224383763,1.7012849701821189,-1067.9091667817897,0.03552400698217586
6.904364430184106,0.010136457964422438,-19.69047792312939,268.1268996793829,110.96348540462522,254.12909823042676,0.19836582819076284,3800000,0.23635422916622506,0.02405884378934563,0.023294548235180797,0.7162923788092483,1.163924848314532,-1327.676721119586,1.4285534064938967
6.924028439773252,0.002319705592139471,-17.27388584389814,59.83671543724786,129.46852222082836,45.29275203709094,0.001101376385560759,3800000,0.23432598414467268,0.023262894758612727,0.023710320363676176,0.7187008007330384,0.9420110391665324,-1912.3894598643021,19.871806934773915
7.978055122300789,0.1963281004873676,-8.718234261122083,211.09452975059367,21.288302897387606,39.151259177378286,6.908852627013207e-5,3800000,0.24145353204466935,0.02418336639282436,0.024309058725899994,0.7100540428366063,1.787945403536947,-1035.4705376747713,0.008301545007330002
6.4478999518451685,0.04334266934477329,-10.465164545617524,30.182201943945664,20.314294419092395,26.3007759081977,0.07706326330292187,3800000,0.24213433545951993,0.023831401272757735,0.023768190589861092,0.7102660726778612,0.9711900347744169,-1227.8634987257083,0.288586012688938
10.317967331577691,0.9994982702943194,-2.253771855480501,0.18235640169885792,122.95882745537531,2.268721540265296,5.344965221808038e-4,3800000,0.23998901675915366,0.024055984792693216,0.023665551678695378,0.7122894467694577,2.0312883322839554,-1016.3101614898902,0.0014842130810712964
5.3276682085802936,0.05233244560219462,-3.101879712929432,19.827348863470366,10.284671708638637,3.2310588424290794,0.060717621781797994,3800000,0.24460106626680833,0.023742337266436427,0.02421006739688791,0.7074465290698674,0.9556671852039252,-1207.5340680821512,0.12911409648553626
6.842274801166578,0.005373048021924315,-21.129771407250743,60.69983364550397,37.20302218574514,145.4209498132085,0.04886985279228767,3800000,0.2339470597488449,0.023267425857158384,0.024203992904886066,0.7185815214891108,0.9949813289463401,-1254.2175212811728,0.5273845807621215
4.5833267059131275,0.05507742437721445,-7.517059463512633,250.68310629598307,7.773097078782216,30.659535506027318,0.08234145032583193,3800000,0.24534483818708477,0.02420535907610383,0.02372019561767293,0.7067296071191385,1.097994674968047,-1258.3833626007904,0.15322027687792925
5.6947466631259696,0.011208918759186377,-24.908079834741987,29.028638166368424,12.201138666369513,90.95366617332337,0.3670002781036287,3800000,0.23972039785216814,0.023522953102926267,0.02424203002188788,0.7125146190230176,1.0031737326923411,-1337.2370459451217,1.1428853029920616
6.746522287980109,0.07714221303440653,-7.567521926788965,9.57927190039492,36.57752722706078,215.99255162651426,0.3157379460598674,3800000,0.24373662530420756,0.024073997683007498,0.023913920033927998,0.708275456978857,1.24276965288312,-1334.584258795027,0.16361379166659695
6.764537789887053,0.04514388503450732,-3.492311746438623,95.0614012073271,26.29491603188907,69.17982208163008,0.018644687313390158,3800000,0.2404886223266343,0.02386317875044339,0.02472267066199942,0.7109255282609229,1.0143653096134237,-1181.8083468521104,0.436093564195235
