Beta0,amp,phase,mu_EI,mu_IR,mu_RS,rho,N,S0,E0,I0,R0,k,loglik,loglik.se
8.442156656618204,0.19878140617529227,-8.798505961059144,195.69744407971766,4231.8704978538535,1104.877545091584,5.800660687800577e-5,3800000,0.23297458263410806,0.023203968325570153,0.023152276153292153,0.7206691728870297,1.833886649636978,-1034.9858123843937,0.0031541349876704626
7.218278167819971,0.06545173045416641,-5.257357384655266,389.1299182106037,420.78378578610887,134.33020626598415,2.3024252387263141e-4,3800000,0.23328653443120026,0.024285131888299238,0.02386991333687283,0.7185584203436277,1.7677665874756383,-1080.9122250736552,0.12545945596854027
7.231664792401082,0.1163529329570492,-7.712648253894849,173.6184458067783,20.634270837765172,467.17918386905046,1.24554151255862e-4,3800000,0.23185792375266717,0.02424427555707105,0.02348384894208483,0.7204139517481768,1.8607219530429062,-1050.0164215269294,0.014968010640409235
8.039582614760917,0.1583370638700752,-8.112758744933688,509.32478658145203,1165.3202147918248,675.0154843731282,7.502308992952122e-5,3800000,0.22773824245130225,0.023016322906358664,0.023257785751637443,0.7259876488907017,1.7758074343350705,-1036.3990783468716,0.003545119888930674
7.1645987482666325,0.0768982720628131,-7.45906983757569,589.93623469316606,27.148605705352036,127.05701668832401,1.8582276371783164e-4,3800000,0.23719720805007055,0.023949168784002623,0.02458102552814747,0.7142725976377794,1.8397955670222155,-1092.3351116803349,0.18503137398625885
8.86805613687287,0.2609066440096932,-8.103982469754685,3.8132834698333045,1511.7766179843686,994.9642706748081,7.521830837318048e-5,3800000,0.25088662872313083,0.02316699297279229,0.023790565454676758,0.7021558128494001,1.8568078244732447,-1031.4987608991535,0.0043799688752614195
9.464269523542878,0.3373213752047364,-7.720754596813506,2.0344308884480666,324.72674851859324,603.7851169111951,8.562488363788302e-5,3800000,0.23488135285311418,0.02383707659055941,0.023551676456610892,0.7177298940997155,1.8210796394022728,-1029.3633156917879,0.0035331220914495936
7.853640488690112,0.1385899134765611,-7.85161751559225,613.1890448821796,1743.0182715646715,73.46911856022692,8.789711394593105e-5,3800000,0.2393226100032615,0.0226442296130001,0.02296196218540763,0.7150711981983306,1.867640546022351,-1039.4256483569443,0.006338826888112346
8.243551410359478,0.17987543323415592,-8.537524791164461,9937.151337456628,384.77567303374167,637.7018311711824,6.526625058857605e-5,3800000,0.2461666810023509,0.024126229918429304,0.024636697345650802,0.705070391733569,1.8415483765446914,-1036.478916888957,0.004063846493699478
8.622997957834873,0.21406719673461608,-9.046703204187725,334.01871841770554,75.99399821629902,177.12665394338296,5.203827700653507e-5,3800000,0.2417936127563694,0.023526751078532554,0.02306536489520192,0.7116142712698962,1.767069215373257,-1033.9496422987845,0.00430672223945562
8.518721493948934,0.20603010364525307,-8.873031846665757,458.38302977396876,354.29714525500157,318.07580998820833,5.653462786819053e-5,3800000,0.23565511660612398,0.022911568821505544,0.02268074185232863,0.7187525727200418,1.8100113222180494,-1034.2831666377847,0.004348685860609453
8.450370047137085,0.19952555267961433,-9.369588605650684,847.6237330760949,1765.4650659822892,1334.9534715739571,5.7241866306585586e-5,3800000,0.238282799818874,0.023701635477674593,0.02358646836598254,0.7144290963374689,1.7421786676085345,-1037.5114362638828,0.003889156737852311
6.200630621018043,0.06334246352846706,-4.252115904910543,186.94777798391667,14.18337091909639,909.9175190550338,3.9185106888415687e-4,3800000,0.23157084133794598,0.023732570965310597,0.023624580177275287,0.7210720075194681,1.5697822404809127,-1089.606821368255,0.11088509850539185
8.35520402788782,0.23198359382162342,-10.196023386131685,1035.6990623876832,20.822245937161473,132.5196553843735,5.456115196237526e-5,3800000,0.23523795674951486,0.023333555531460614,0.02272302085010375,0.7187054668689207,1.7177811916472403,-1037.874121239151,0.007210697622078106
