Beta0,amp,phase,mu_EI,mu_IR,mu_RS,rho,N,S0,E0,I0,R0,k,loglik,loglik.se
1.2804178323252249,0.4402751590242972,-2.975269861499894,0.5497732508896652,0.9136669186416044,0.07044567371481059,0.00131726243523092,3800000,0.22521544190604675,0.02126601210307311,0.02258227623097302,0.730936269759907,2.2550937163453204,-1003.1492613065536,0.0036605543108641
1.6106705132910208,0.4009720977197899,-3.2652308841986497,0.567121024749057,1.2298140738068033,0.07586842799827226,0.0013577471271183983,3800000,0.22393800836677835,0.02250021177146118,0.02217655221370314,0.7313852276480572,2.2446267012028485,-1003.29989797514,0.003754241798097849
1.4649205510468992,0.4065988669906363,-3.2947212622414748,0.576368804349187,1.0903966968677312,0.07384241526270398,0.00133197891584403,3800000,0.2254627916953156,0.0222744310926467,0.02229308196665253,0.7299696952453851,2.2431215787622887,-1003.3217820258864,0.00433401835196469
1.855202633614266,0.4120936508888472,-3.3147163702317655,0.5097119351901651,1.418534971714531,0.07422874571993694,0.00133963261907905,3800000,0.2249334069547045,0.02194865308113352,0.02291013805897475,0.7302078019051871,2.2491780599436284,-1003.3298177792047,0.00407258524096054
1.6096703672955652,0.39741111834068155,-3.2360934935475743,0.5740560194168697,1.2336673082764908,0.0756898308142423,0.001366667728219402,3800000,0.2299581875152268,0.02169581206831239,0.02277244772116231,0.7255735526952986,2.2464745914339286,-1003.3708923774828,0.005381183902903202
1.497228135372666,0.41891611578328647,-3.2179630980818015,0.5435776484178637,1.1008983771923282,0.07186294046298684,0.0013363594005377847,3800000,0.22773821006347675,0.022080388570208134,0.022362713365658034,0.7278186880006571,2.2408647206696766,-1003.3865440403631,0.003962756947838272
1.5248633370873521,0.4151185766349517,-3.2777785942694524,0.5454124820077535,1.1239718497124576,0.07214708632180766,0.00132109898183881,3800000,0.22749445468978577,0.02203495828468759,0.0225853409532774,0.7278852460722492,2.24848544275056,-1003.403827054211,0.00410363767730617
1.453914680972171,0.3972648968995857,-3.290148429328737,0.6006397654193433,1.0916313408849256,0.07444089195884811,0.0013509461239974167,3800000,0.22854675672708036,0.021733241746332243,0.02295153573254885,0.7267684657940386,2.2580234665534253,-1003.4205697568176,0.0035007368002218605
1.648745104804372,0.408138816444678,-3.2504388753383453,0.5401021706445516,1.245615664620086,0.0738593071295042,0.0013422755034526793,3800000,0.2322011407395227,0.02214622573109167,0.02220904868583097,0.7234435848435548,2.2269415227430085,-1003.4943708228889,0.00480654002304909
1.701772935929703,0.4091820874805817,-3.1412446948737744,0.5371668259241442,1.3040298707486984,0.07493861099084498,0.0013685770663428058,3800000,0.231196338813798,0.021844448513702517,0.02268299600856641,0.7242762166639329,2.2563771898144,-1003.4955799473336,0.0046785632508744525
1.4657877089783753,0.41211595463503864,-3.222714207770364,0.5628172726193625,1.082381210033246,0.0724863788699286,0.0013354748877172473,3800000,0.2277310874409629,0.02236925495705909,0.022416795443693342,0.7274828621582847,2.223796063601712,-1003.4993553851626,0.005304096791216763
1.4042787204478495,0.4098883393885032,-3.250768651756943,0.5774855645486554,1.0323100011682684,0.07285953732822947,0.0013217161222707288,3800000,0.23010519312566752,0.02257423697718296,0.02178056204233187,0.7255400078548178,2.246748110107947,-1003.5111725297284,0.002520889948516753
1.6136701097470283,0.4009530628764788,-3.2941811826959144,0.5654453137831624,1.228658140810741,0.07556738225811394,0.001353377932920495,3800000,0.22461570662799693,0.02259581086976117,0.022725951031647998,0.7300625314705939,2.2560736788952878,-1003.5149388747827,0.003962359522023828
1.5136390832604036,0.4115329272995672,-3.217628954043566,0.5559221489957729,1.1280974045192438,0.07343052618418203,0.0013345694933719514,3800000,0.22408079533385777,0.02254605498793251,0.022796942532705488,0.7305762071455041,2.2422698621491297,-1003.5157419536641,0.0037752219148560087
1.6429233522503863,0.4041542573344614,-3.344432939124937,0.5518815110345311,1.2405191138937832,0.07421317226935854,0.0013430854096779462,3800000,0.2240060809439552,0.022478886941462897,0.02302821787335408,0.7304868142412277,2.2329180309034795,-1003.5318600560038,0.004354821937775236
1.6027583515351642,0.4157021314056593,-3.232496200057777,0.5370950348514827,1.1987388970375084,0.07332038029183742,0.0013391606235037938,3800000,0.22346955152187917,0.022804922548641263,0.02262577233310857,0.731099753596371,2.2389959608752683,-1003.5488957185332,0.0031480618436054183
1.4331632936694425,0.4218743082372378,-3.16344308187821,0.5502120044919797,1.045535047789399,0.07129392397519962,0.00132944585595714,3800000,0.22697079789654423,0.02226914147465929,0.02269064629385763,0.7280694143349389,2.239376189599439,-1003.5520230934528,0.00557796956724743
1.4979908481003548,0.4030730729801354,-3.268201262253398,0.5754612371995015,1.1199110059839088,0.07356981742623014,0.00134480669898482,3800000,0.2287154566916583,0.02248393615832486,0.02243031155368864,0.7263702955963283,2.245878058697274,-1003.5648896503062,0.00299799809931815
1.488175917635577,0.4121182589777475,-3.2882549672126338,0.5599948298261891,1.1009202947059102,0.07279282807324654,0.0013314173487210164,3800000,0.22271851734764428,0.0228688424415159,0.02266826511936118,0.7317443750914786,2.23236912369422,-1003.5710597274425,0.004661818900842031
1.6015161645396727,0.4050469885918288,-3.316836667175536,0.5546778489547007,1.2076641915442736,0.07446263895944481,0.0013377853117859273,3800000,0.22904323707814925,0.022265132479569922,0.02276982222023619,0.7259218082220446,2.221744409311152,-1003.5725660248611,0.003008628471138151
1.567910395446386,0.4052393828919562,-3.345457713839336,0.5616117380119874,1.1768559667687326,0.07423191362752292,0.0013335716683222896,3800000,0.22413342113530488,0.022564408846955143,0.023055367275957448,0.7302468027417826,2.229175007414258,-1003.5874445875517,0.0029175194197376703
1.7301433531619312,0.3977213093080907,-3.242880182441324,0.5529023522206435,1.3357365603990576,0.07510384481194726,0.0013742977831611328,3800000,0.23077124577861488,0.022441699285573356,0.02238700408791717,0.7244000508478946,2.2346167692833374,-1003.5905384913002,0.002702715224374561
1.8092248758602703,0.4050342323970472,-3.2512281444108435,0.5312842028777304,1.4037568566554395,0.07554668998462927,0.001365643886813011,3800000,0.23100386519550278,0.022383328442092894,0.02229859592447181,0.7243142104379324,2.231272437984987,-1003.5913750292141,0.0034283089064678484
1.8138476323119284,0.4020297454326724,-3.334438900203485,0.5321744226851317,1.4021837950222986,0.0756166782328625,0.0013531502701501687,3800000,0.22753810336862013,0.022420958473373265,0.02293439874030525,0.7271065394177012,2.2187632308140257,-1003.5924119240001,0.003321680842310995
2.076578641855442,0.4030013260255757,-3.284308076432079,0.5114016938168611,1.641262462750262,0.07513957074987357,0.00137999047773798,3800000,0.22905261324410273,0.02213129516487485,0.02303510832927384,0.7257809832617484,2.2451146855167607,-1003.5974702218948,0.00589243440956722
1.522741146393224,0.4002172237722483,-3.277274659588078,0.5766422264660798,1.1436270695920956,0.07380482192095066,0.00135206973187484,3800000,0.2285647101469816,0.02227472129410685,0.02294679084581359,0.7262137777130979,2.235792760962393,-1003.604922884728,0.00277606919950418
1.5524126234540425,0.4133223596859858,-3.1966798078828136,0.546925441660801,1.1590781334842353,0.07316439233673286,0.0013395267481665462,3800000,0.22648342664172033,0.02264483191368523,0.02260909431619595,0.7282626471283984,2.2347910407654585,-1003.6078673831279,0.0032496352115742857
1.474279458483844,0.3960698891588091,-3.316260472260697,0.5982692084458374,1.112169034230983,0.07523522821208105,0.00135050143032573,3800000,0.22810478360123104,0.02221283981466123,0.0231228441970195,0.7265595323870881,2.238787915522677,-1003.621761856713,0.0067204435083655
1.5649008374796798,0.3951211055739288,-3.3775540205829566,0.5804270964546623,1.1813735978380966,0.07403685090684477,0.00135386412469747,3800000,0.2317653744363316,0.02229886149055407,0.02255314183126792,0.7233826222418465,2.231638017033684,-1003.623797509394,0.00527823914437759
1.7801240332908543,0.40238935989623725,-3.329018060649938,0.5399096286319972,1.367459505036215,0.07512677361041528,0.00135128151989375,3800000,0.22562072778055903,0.02239139240349852,0.02329977819398919,0.7286881016219532,2.254431874045682,-1003.6246195482036,0.00290876704635275
1.69806533999793,0.40409998171506206,-3.316771321919686,0.5444141695773003,1.2957391413662551,0.07469135576857469,0.00135485929831208,3800000,0.225767389816493,0.02269753359648176,0.02286719866545951,0.7286678779215656,2.25868582932057,-1003.6359671008996,0.00444527003089476
1.504873721999182,0.39609177449059063,-3.200540230487515,0.5949235693858765,1.1439356418432853,0.07513808016106782,0.0013628016188532526,3800000,0.2314678400344785,0.02250663658107225,0.02221070179762742,0.7238148215868219,2.23895915979839,-1003.6371557850081,0.006382955935228609
1.397460858838268,0.4044050100510489,-3.2121915248634867,0.59637126423163,1.0390065243840076,0.07411283432851533,0.00134263896642544,3800000,0.22635024990189012,0.02245188056628518,0.02298105416645923,0.7282168153653655,2.225749181528617,-1003.6434381849205,0.00436761627850575
1.5979564408196287,0.39591741317027906,-3.3940480259277495,0.5701918598074504,1.2075090030658988,0.07382627743116692,0.00135079701930642,3800000,0.231518594146338,0.02230742025912345,0.0226118426956612,0.7235621428988773,2.2574408869817666,-1003.6480875516804,0.00312742360364044
1.4752434503475602,0.41432799867870695,-3.3445475165148233,0.5530245332188414,1.0719837426741383,0.07060461085249047,0.00131928598013812,3800000,0.2280581141254026,0.02242671643684554,0.02270366754097867,0.7268115018967731,2.2217781061153836,-1003.6552757671976,0.00333574411719798
1.4235224961333297,0.4135349617761685,-3.255672988678795,0.5701171603993052,1.0438811606753045,0.07244936433777083,0.0013296466386938,3800000,0.22251123747855156,0.02278532645258635,0.02309697799553384,0.7316064580733282,2.233113476456645,-1003.663284651929,0.00408116823497824
1.6140924362522893,0.3895604320873783,-3.402317991258267,0.5847404033841278,1.2353185145273942,0.07526141892818597,0.00136245463923701,3800000,0.22986669907613272,0.02282220951205617,0.02224968051407141,0.7250614108977397,2.2349912541733437,-1003.6660707515292,0.00419694148127768
1.47201731792857,0.40680459897900656,-3.2748573520010327,0.5739931523078473,1.0948243630098933,0.07395768180358506,0.001327556363197452,3800000,0.2227968567879681,0.02265068634267732,0.02344397030647191,0.7311084865628829,2.2318652059608732,-1003.6740671759173,0.0027177561799945796
1.763768727444083,0.4038789894961069,-3.2690950139275894,0.5348188994989628,1.3564702311113352,0.07436421755613346,0.00136006639106454,3800000,0.23003276211996657,0.02245033783443409,0.02269039705083694,0.7248265029947624,2.251936483455282,-1003.6778576056024,0.00471822038077898
1.5991126687986896,0.3906397692529191,-3.3984934578259933,0.5848390440434882,1.219425385495273,0.07487903905084287,0.00135818400808656,3800000,0.235435382041108,0.0221198068891777,0.02249443928546305,0.7199503717842511,2.2398089436986997,-1003.6829835226068,0.00374166750997135
1.4997116855971553,0.4037436891528899,-3.2789197788554794,0.5740319570134631,1.1225698286650225,0.07371376156653021,0.0013499827589910456,3800000,0.2303872635775539,0.022649791116206252,0.022326524011265607,0.7246364212949742,2.24731386980069,-1003.683416706235,0.00464152862808916
1.584324471104831,0.39725931391084646,-3.307941785834627,0.5704240891405871,1.1994548697013496,0.07428594573560698,0.00134857933950085,3800000,0.23154503348711075,0.02245311257575367,0.02262341095627586,0.7233784429808596,2.2423933558018128,-1003.68862209231,0.00478949822985256
1.4363418059636095,0.3928147367031914,-3.295988063949799,0.6114441030867077,1.0836448613653347,0.07518943929572909,0.0013516347703774465,3800000,0.22888400209769058,0.022603625749088,0.02269328604539226,0.7258190861078292,2.234156422342819,-1003.689342360089,0.00266602446327711
1.4135303136963608,0.403462387508631,-3.2318176918857513,0.5948291684687881,1.0483786113848068,0.07306887528541652,0.00134965054592394,3800000,0.2282553719719194,0.02265940664034114,0.02256425361312603,0.7265209677746136,2.2302861264817904,-1003.6921245758564,0.00251647931652962
