Beta0,amp,phase,mu_EI,mu_IR,mu_RS,rho,N,S0,E0,I0,R0,k,loglik,loglik.se
8.60104199956155,0.2135737927696727,-8.976225043398546,1080.0160020372302,5069.511278061905,1052.4031099338918,5.406123740618652e-5,3800000,0.23662866431150573,0.022982499448845044,0.023793135778067947,0.7165957004615813,1.7942660198587965,-1034.1183873810246,0.004120797298703729
7.460468675910241,0.09484868095115308,-7.263115849980413,14976.030656365409,1052.251384217931,1127.0540522575002,1.3309308433113082e-4,3800000,0.2456094003290359,0.024200434082635388,0.023538278945870295,0.7066518866424585,1.6943963255808099,-1058.9493395325828,0.02075064692879934
7.7616054113702875,0.1310310614418984,-7.245144869476987,1350.6964572724387,6979.03069366283,26813.873765691405,1.013370503383502e-4,3800000,0.2410608551884781,0.023430456332267383,0.023526599605735433,0.711982088873519,1.735153976881445,-1040.1116686242904,0.007840557031364173
8.161799999618022,0.1712363243422267,-8.761083918789108,17179.077739306435,5548.557651792383,11277.906554893063,6.72864287656707e-5,3800000,0.24385727843179147,0.024087041686303406,0.024656494145868058,0.7073991857360372,1.8572135096464826,-1038.925929945594,0.006764488021599458
7.6209479218183604,0.11443026230029633,-7.610218626373729,8995.169649648193,8946.194021839567,13657.57045540694,1.11358458215109e-4,3800000,0.24351683505418806,0.023510475148997016,0.02410405663777978,0.7088686331590351,1.6855941323093495,-1047.9049218297957,0.01202997875974798
8.4786982808001,0.20211554978103866,-8.637521864406878,4376.44419619715,11932.935760938975,23279.385027850938,5.829231912928174e-5,3800000,0.2351729739132014,0.02394278230419699,0.02410402866748876,0.7167802151151128,1.83196764097375,-1034.2270225078275,0.0021024523262114267
8.077903276266143,0.16262702313825536,-8.268185481559303,494.77072038723537,4309.71340338529,5714.101854109309,7.17384538873073e-5,3800000,0.2355529033279627,0.023104223528648344,0.023693036987115477,0.7176498361562734,1.8465093385309188,-1037.5068344936876,0.006410487321952963
8.06337859564447,0.16175484074168245,-8.344355886742022,19501.65393456525,8261.915440428496,729.8275413216935,7.331933557286684e-5,3800000,0.23086193033752608,0.024240580975784735,0.023919469673873442,0.7209780190128157,1.77659136181042,-1037.9849575836313,0.004905684361469223
7.483397960369608,0.09948742423144863,-7.5024191681806,726.0858207860272,3210.590956126197,15389.804586296485,1.3275874249975923e-4,3800000,0.2390672244505905,0.02355888242652459,0.024025698994215243,0.7133481941286696,1.7815571410901976,-1062.0323253500885,0.023580211699214735
8.445254585196961,0.19967257748423983,-8.546950914175278,4544.52311805416,1135.031599176703,5566.097252611406,5.954387593197928e-5,3800000,0.23722376494869252,0.023322630095643497,0.023561699379161475,0.7158919055765025,1.7302991926367406,-1033.8797287739894,0.004337688270355832
8.269191702350954,0.18358099907520298,-8.38396439316456,26447.18392237604,7503.0664743548305,1404.5016952837066,6.607371416611202e-5,3800000,0.2349897872674664,0.022770195630734274,0.023469541806382055,0.7187704752954173,1.8304994523217235,-1035.5522693459477,0.006894925819922582
7.757136768188295,0.12879078287362736,-7.664458869041862,4382.45621980993,3567.5207438377956,12240.034750209978,9.57535213563356e-5,3800000,0.22781720071503675,0.02355068163679584,0.02356841122303734,0.7250637064251301,1.7965674983719495,-1042.0076883513832,0.009339588745829193
7.31575764104296,0.07929816614399046,-5.89270769446411,82581.11721453819,1307.7076316550604,9193.631046337732,1.916418631475078e-4,3800000,0.24280461368997408,0.023843112112232858,0.023914007238713304,0.7094382669590797,1.6213291099139806,-1061.1732710286756,0.033132305507697656
7.605328480780741,0.11130326203406593,-7.484126096409257,18729.3979611063,71.13704559358128,2382.161364242381,1.104810841832686e-4,3800000,0.2379253605967583,0.02376451130953378,0.02351947160445685,0.714790656489251,1.8818147946032708,-1049.6233182010321,0.01259820952955045
7.332400347765613,0.08128926976716092,-6.20674356179155,20636.935966711197,969.8919002743036,2928.4853877449946,1.8141464172777527e-4,3800000,0.23594250219513727,0.0237502104199668,0.023292105157007824,0.7170151822278881,1.9332875602865995,-1068.2310856881877,0.031173142111632555
8.584909893836077,0.21226035361521564,-8.890997156907892,2659.0195068908142,25432.59457371132,2357.0252832398364,5.4657968129904256e-5,3800000,0.23794361457972638,0.023637908563508992,0.02362906087522812,0.7147894159815364,1.786038178758302,-1034.1364748562542,0.0027002848716352907
