Beta,b1,b2,b3,b4,b5,b6,b7,b8,c1,c2,c3,c4,c5,mu_SV,mu_EPI,mu_PR,mu_IR,mu_RS,alpha,rho,eta,N,tau,gamma,loglik,loglik.se
1.01,1.8274240361164895,0.30137815415033437,1.7671008189456956,0.006621660519219347,0.674291409234749,1.5708225586184392,5.178523352716589,5.126691932164606,7.743875403854215,1.3978216260581298,0.0905375985615336,146.05314077498537,1.2600097083926578,0.5,0.12572506026500785,0.93,0.98,0.5,0.4,0.9283740475448718,0.9388375901163627,2269675,0.6098106982536982,0.9178692488610546,-1386.202944565956,0.005803394880052552
1.01,2.223058746681374,0.44232062033760666,1.7422841769200574,0.13459397647381588,0.7792299053878926,1.7795163797288127,7.224872956287489,6.284179715681259,0.11568730943116876,3.649432389097078,1.3851978469260098,102.58714209163271,1.5046526770115076,0.5,0.1165287086075406,0.93,0.98,0.5,0.4,0.860582000594971,0.8204662757676895,2269675,0.5762079205246421,0.9305620738251631,-1386.3106662540526,0.006722242920339897
1.01,2.3830960631772014,0.5308692055075711,2.1582164193231477,0.06284383524049854,0.9479028525307339,2.128276749317944,6.114123034127733,5.936892091978685,4.266219239869181,0.48583138731401254,0.03137033518697865,101.98628090243416,0.7962540253001609,0.5,0.11829900068719183,0.93,0.98,0.5,0.4,0.8663044847789391,0.7211726002176951,2269675,0.5771323248506673,0.9016854503157521,-1386.524552984202,0.005749633919110375
1.01,1.5488041825230856,0.4537106337630961,1.4154539382312932,0.09606248519171587,0.6985238206583971,1.5301854933637504,2.993186173104422,3.822100942177045,1.266820080934257,4.972054789875767,0.262856394271317,100.02971949978131,0.3963901400318055,0.5,0.13802097200755292,0.93,0.98,0.5,0.4,0.9126875854992981,0.95033513380281,2269675,0.6325517719755552,0.8697186239331643,-1386.7020194902855,0.007771046465632252
1.01,1.9621590902456985,0.6112193972765897,1.5563096883838134,0.10562770795854379,0.8939073734347247,2.464939920726773,2.8601798390064674,4.51982626337785,22.247557298130566,1.4969397308539603,1.0332218018468617,71.53090932055187,11.30294153921241,0.5,0.12237200998553965,0.93,0.98,0.5,0.4,0.9542727072080244,0.8093576616000397,2269675,0.7001477636351919,0.8682819129066097,-1386.712948423543,0.0046424728724339375
1.01,2.480350613574676,0.17108627099573293,2.061527464530421,0.0010110856314313242,0.5982420078700992,1.8938665048840317,5.16047538862309,4.04717286380745,0.471376876119819,0.8128127877820599,0.672868970164096,101.259001220849,1.3771325246835722,0.5,0.08983246432148659,0.93,0.98,0.5,0.4,0.9839569032517674,0.8678272940108809,2269675,0.7377885789174611,0.9261622807493748,-1387.3761312611039,0.006598688727638043
1.01,2.3755448627877858,0.022942233385859497,1.8369395793962193,0.01869209784567896,0.8416340851929041,1.257884753144375,26.287614618779493,50.183772976052474,5.010938933518097,4.770723063473044,0.5778385774016648,167.08564427414706,11.728276702150113,0.5,0.10632371412524777,0.93,0.98,0.5,0.4,0.6138346711582578,0.9892438735796916,2269675,0.42588336708924873,0.9943673781818826,-1387.54262987678,0.01215772701953841
1.01,1.7589073985246721,0.5394266674352333,1.6493298930228966,0.06902883250980282,0.754805683416537,1.783094218554574,3.4585906196013605,4.63448286766536,0.07749306415612017,0.9540076520707783,1.6033564030960197,96.06983690284217,0.564256382476697,0.5,0.13000057170622425,0.93,0.98,0.5,0.4,0.9675398641951476,0.8344365699671855,2269675,0.6481221852467354,0.8832882396775401,-1387.9649791847944,0.013989174652475522
1.01,1.6276563396600308,0.3758879197903032,1.492246632057476,0.06844347011134298,0.7248025325754023,1.3341310105417008,7.854553978901203,8.0679205656468,4.895857170079746,0.719469107797161,4.479572637707302,121.80572970802446,0.3207101087358932,0.5,0.14841347981158903,0.93,0.98,0.5,0.4,0.797498483893461,0.9678570740455071,2269675,0.5080786378230217,0.9460949780949951,-1388.0023339507927,0.006554581788028571
1.01,2.324700255019094,0.6487906648860075,2.2186039088170575,0.01952679508600075,0.9776758247681067,2.4946866700471912,4.5435838587313295,4.808956783003661,0.2466662721092975,4.779712248900211,0.7933879626136059,63.479270604042235,0.8401912596157165,0.5,0.12346439702384548,0.93,0.98,0.5,0.4,0.9091864391673731,0.6711001270189069,2269675,0.6330718195524283,0.8585393711234178,-1388.1085502821752,0.008426632678628263
1.01,1.6447801781054256,0.4139040746538613,1.3905765374518002,0.15805220414727203,0.6608346168926511,1.8686312566787264,1.9056045896798608,3.4084604231503666,12.67426269618417,5.213200825983537,0.22421313680982854,43.90554020075939,12.809638015690176,0.5,0.13661194036688531,0.93,0.98,0.5,0.4,0.8491755207990456,0.9829132619073588,2269675,0.608809662106481,0.8481489320831903,-1388.1674557772697,0.009370301090289196
1.01,2.1860256423672273,0.37192394193244455,1.7243017016997757,0.12664086581314485,0.9097551312701743,1.602116653783385,8.165176099797845,13.181853428526592,4.353789567795083,2.3978042331671903,0.11337327609187374,108.19318276144546,67.49790716059037,0.5,0.13310042087703233,0.93,0.98,0.5,0.4,0.724648375703549,0.839303797353728,2269675,0.49898263235776386,0.9492036873910086,-1388.3605422898486,0.00867386457807073
1.01,1.925465261300556,0.30212655428324414,1.625399285572031,0.0069742731694011125,0.6471527833445326,1.6400618110578815,2.6433704876320205,3.903279907387665,0.059050638156142685,0.4454390558915099,0.07900480280728317,51.28757458409157,0.20890746826510811,0.5,0.1264698760085319,0.93,0.98,0.5,0.4,0.7359606348909661,0.9571049663039198,2269675,0.506215572240138,0.8782443523065319,-1388.714704715283,0.004949818507574153
1.01,2.077532944036003,0.4127518106877001,1.7485956288416147,0.05993617163319974,0.5390241011363295,2.2550856144405116,2.3040733668929825,3.1461398835950996,1.5488693996668754,3.309155177939593,0.14578380994816545,106.2462135869709,6.24537087037166,0.5,0.09367179513855843,0.93,0.98,0.5,0.4,0.8910303723375244,0.9087906088813024,2269675,0.6414217586444707,0.8711840092919697,-1389.7372527629532,0.014581988620473678
1.01,2.3669069938670404,0.1603120945621437,2.039783469150872,0.06975505920013617,0.8238248416435919,1.5667321018600957,8.530770634897797,8.991331773463616,2.1310571197430397,1.3173576382711039,0.19779961117266473,71.54659632865251,0.8292023069819303,0.5,0.12803203713995762,0.93,0.98,0.5,0.4,0.6293328837344041,0.8494941349314115,2269675,0.4453508992725586,0.9486072146872546,-1390.3318325068149,0.008602977977770713
1.01,2.300787120596047,0.32742576270681323,1.8022273239820112,0.03327361851608748,0.8438055232577162,2.302795463709022,4.1030114864167,5.6469468093227295,1.9042205569694186,10.150809719930267,0.13038178260836153,54.98599391507405,8.086042361178555,0.5,0.11555472529941543,0.93,0.98,0.5,0.4,0.7732530466790414,0.830197971491005,2269675,0.5350022392354578,0.9067708165480899,-1390.5752032809685,0.006989522643084757
1.01,2.072740086101705,0.2592749402722595,1.722798250630055,0.00677120008429583,0.6155348732283387,1.9048860957296982,3.0536846530174864,3.760617787037419,3.1224393546485816,6.061071066484372,0.10387488549307096,79.2517466353739,11.919420454942943,0.5,0.11344278040488104,0.93,0.98,0.5,0.4,0.7727483805279907,0.9551375392282037,2269675,0.5500073716418941,0.8692334237592478,-1390.6167335526382,0.005452236273912877
1.01,2.977617609883786,0.03211121259650458,2.0916565708689796,0.0529681498542521,0.8499001183517002,1.3892051768935647,17.717705262095784,11.896743853840398,0.025539243244351195,0.20317629684664695,0.32887211167254865,98.09191144623705,0.07027496087134907,0.5,0.11015795459671465,0.93,0.98,0.5,0.4,0.5391043398628105,0.8528148421698926,2269675,0.37513014391271177,0.9704602753811846,-1390.7656641716062,0.0020103387758368635
1.01,1.656981829070488,0.3171270615671577,1.6548600831272964,0.03300777111552644,0.6325181339877001,1.5724928719158766,2.0846183884059304,2.9907411571716755,0.1313344516500878,1.2021951986271466,0.16359415122188792,61.58157539381886,1.009534640428341,0.5,0.1298134432513605,0.93,0.98,0.5,0.4,0.724757334612933,0.9935263301117048,2269675,0.5094747724076788,0.8323938472189817,-1391.637946566638,0.013258404769536518
1.01,2.5262158332005322,0.03386916417608692,1.9245107009777291,0.005958866520567566,0.3894413663692926,2.1149697612849847,1.8598197348947054,2.719137983443037,0.062204986224793625,0.06301843103661907,0.9776043722989929,88.51980376833039,43.94283781632331,0.5,0.08317313519967608,0.93,0.98,0.5,0.4,0.8831231041097677,0.9782863846214447,2269675,0.6375971200951724,0.864304000445149,-1392.0492209895042,0.003877936556626016
1.01,2.1803174115503934,0.1449342147956732,1.7239623793454548,0.09603081889311492,0.6026531024264565,1.8274941186505194,4.309194116457967,7.833557108949549,0.00689579903300325,4.168622737286835,0.6164541919505018,81.21934711031108,55.616371268405565,0.5,0.11636987652882688,0.93,0.98,0.5,0.4,0.7581659220160155,0.9358379552494727,2269675,0.5214716286912677,0.9292280943090547,-1392.2115152022382,0.012521557428512702
1.01,2.584391331220059,0.035787056589304714,2.0614923253271784,0.02586729861484512,0.7590168164055436,1.70253058533278,9.63412304561373,9.826662336361828,1.9077386101862572,3.3124989488280976,0.30171827359933756,69.13405134285729,1.3084157729258485,0.5,0.10907421780460352,0.93,0.98,0.5,0.4,0.6567665531629119,0.8911785011415675,2269675,0.43458348692519433,0.9646065758828747,-1392.2858825934284,0.007799842323017504
1.01,2.5988906921450283,0.3357753344479559,2.0928386395663727,0.04770173358092711,1.097952390000639,2.1836737637400034,10.634423094663147,9.301429090841154,10.143902828210159,0.1917593605263173,1.1068435299875137,58.99697792687803,0.5807392915567295,0.5,0.12353922321681865,0.93,0.98,0.5,0.4,0.5964397160371742,0.7746356459960537,2269675,0.41662176795631284,0.9407896432891061,-1392.3813952094808,0.005154175847304543
1.01,2.4549663440929907,0.01990353569092426,2.086546452587585,0.001460788292812219,0.7691479107044008,1.5121639209623396,9.143517542978408,7.9127320205606075,2.4122721707946386,0.7344562801330478,0.9166379599718842,103.32944612973743,0.13006382803523903,0.5,0.11544361434514763,0.93,0.98,0.5,0.4,0.6791842197049194,0.897380700824506,2269675,0.4769707877384114,0.95119887166402906,-1392.4605660459229,0.009646767197647212
1.01,2.335307333976286,0.2615221951116689,1.6679137056644002,0.05654538508087579,0.6846203313019247,1.7979986931523502,5.038777151798345,4.903922236425022,0.4645840178180547,0.738481600322995,0.14036252857868176,121.57762551237556,0.737670783300589,0.5,0.11402976317718268,0.93,0.98,0.5,0.4,0.6603680811560514,0.9086364128742264,2269675,0.4419061043471619,0.9007595399515206,-1392.771299390498,0.004029462191650592
1.01,2.371861757835629,0.16389824827004917,1.7034246266870272,0.07514196041802654,0.8010697081283831,1.4053782979824256,9.305346165187885,9.315588299489653,0.6300030412313641,0.43525675978498285,0.10832647760131708,74.21072527498288,0.8602575946244231,0.5,0.13078051508609614,0.93,0.98,0.5,0.4,0.5171583454575113,0.9110169826889636,2269675,0.3891258831779453,0.9495851863660245,-1392.9001300719776,0.006778059338977197
1.01,3.2509149459979603,0.12609570504077314,1.392954503380518,0.06168247727900338,1.3118520983918542,1.0573173823546604,41.132174529873495,30.3192006983827,4.359695416296668,0.8571166487840126,0.6222127869345823,88.3745706739636,0.45284741712902077,0.5,0.09608723947119108,0.93,0.98,0.5,0.4,0.43181767164899487,0.9376712537945612,2269675,0.30255901765256293,0.9927422580816736,-1393.5111735971361,0.006872398820175225
1.01,2.8722142817230516,0.015352296681941019,2.196903002676681,0.06820587848748193,0.7796653311274108,2.2334946604309396,6.127800026871477,5.290084346041956,8.665267223306017,0.15207861052947913,0.2968185291584712,64.88393184311022,0.6934643422806984,0.5,0.0971597534515537,0.93,0.98,0.5,0.4,0.7672389641321269,0.8220536188988632,2269675,0.522432181724239,0.9295694226770309,-1394.0883970451082,0.012041917771215356
1.01,3.371687041222504,0.010569644451585187,1.720008050416843,0.04477427546950581,0.8762326415328533,1.4232465626990205,22.690993864172786,12.629294285842795,0.9920863620270385,2.260698783431192,0.330864125053395,76.37235065113518,1.0059024123650617,0.5,0.09083713414116688,0.93,0.98,0.5,0.4,0.46543004074076827,0.9445333180375004,2269675,0.31597515583904673,0.982662696014322,-1394.2172512675438,0.005915730367455891
1.01,2.268384088563192,0.1865255950304743,1.8656289672869046,0.026501298047123343,0.5847119353776308,2.110663021173985,1.770883927002527,3.4670087341629747,0.17947798026062578,1.5360633166042752,0.4071249416471905,72.38900784319931,45.649048620790246,0.5,0.10415377633632024,0.93,0.98,0.5,0.4,0.7319180550578609,0.9254862129922198,2269675,0.4943027935693288,0.8237482648519402,-1394.5224127355982,0.006900007914177322
1.01,2.8548214496152164,0.07528870164314704,1.8774645671745447,0.06707045667230788,0.7154306975361925,1.9089097574721452,9.913903897289801,8.921144759059949,7.016989709169401,1.3581546252023853,0.1357276978139542,119.8801199230777,80.28386662732842,0.5,0.0849504959610129,0.93,0.98,0.5,0.4,0.7502299682733194,0.8855358332142691,2269675,0.516161990980989,0.954909764695096,-1394.9500949129842,0.019804174963742677
1.01,2.37815346851752,0.07883016801461899,1.7110520005701793,0.047544616953030694,0.7018069082142031,1.7146058254989036,5.087487576631675,4.384721046565078,6.803451516105735,0.1491155354691101,0.1815425963303542,61.37561653305641,0.7201096191689531,0.5,0.11751187154655343,0.93,0.98,0.5,0.4,0.5666666438049888,0.9905482978721,2269675,0.4001534522499093,0.9081892378658547,-1394.9814631967472,0.004605375562186254
1.01,5.1940035784786565,0.14277498142074385,2.202372191971351,0.01926990849884487,1.8554454870049848,1.5808913939028983,258.3241065456301,98.46522224597777,1.7469437119695188,0.1442775598725851,0.6365447105576296,4.350657541518709,9.555082254454366,0.5,0.08394458420521027,0.93,0.98,0.5,0.4,0.39781457286860156,0.6808932069323226,2269675,0.2653779343871417,0.8712116348384585,-1395.2499188708534,0.003792064982187822
1.01,5.980972505114323,0.012529495928583075,1.7357321260042926,0.004886460066197645,4.412120804852682,16.67449515734441,6416.086720061782,2.96050262927454,43.602149875206145,32.05046290621398,2.3708709171149316,33.263892933714466,0.550202618176586,0.5,0.06913880978232755,0.93,0.98,0.5,0.4,0.3961175622585727,0.7283407234544284,2269675,0.2821710189365829,0.9409592069209255,-1395.7556374353935,0.004002768860954908
1.01,4.869879644566865,0.017642565094026907,1.9621879532505975,0.03678040850658934,1.4460011812146663,1.654626964496731,1081.6594295565455,44.20999365446138,1.2013029239298376,1.2946823296128125,0.7702982313585345,0.27081713486103737,9.543770903327697,0.5,0.08394631841549013,0.93,0.98,0.5,0.4,0.35273597901139075,0.7675660088157896,2269675,0.25495117329775413,0.8937553499210431,-1396.4109043290334,0.006483970660541166
1.01,2.7773249849892787,0.18140766113080445,2.055008702572133,0.03493501613771412,0.6807196181176184,2.6059893185956344,2.4011686608411282,2.868151647888084,2.647971705019658,0.05547714585704426,0.9417115343771917,46.613881755570716,3.6173494878073185,0.5,0.09590029585626456,0.93,0.98,0.5,0.4,0.6239937157981406,0.8418538405032028,2269675,0.4649918593852047,0.8064509997838721,-1396.6963942345412,0.007493747711695356
1.01,5.148864387034341,0.02583411619979234,1.6839107281425976,0.11646266405121787,1.5776608169830888,2.2474430589097847,2627.1133533174425,3.2296269780809808,2.644259755188962,8.082192441298064,5.845776618806854,9.930630005978049,1.4273695322599924,0.5,0.07295800431088387,0.93,0.98,0.5,0.4,0.36923997156429555,0.8023970030901516,2269675,0.2687279648237186,0.7821964268819049,-1396.779137511218,0.0054620353878277305
1.01,1.9166603112640168,0.2891969426113976,1.644111104995886,0.0908934961260446,0.7014829520651844,1.6459951662444674,2.990261012117081,3.683089391349583,0.5457459357858678,0.18334984739451768,0.3112534597375702,49.34714759102528,0.26500234072874945,0.5,0.16021189198636585,0.93,0.98,0.5,0.4,0.5104078757909527,0.9472620158362196,2269675,0.34255637992404425,0.8045071741194789,-1396.7829760916543,0.00770054493730714
