"","time","tot_sov"
"1",1800,22.9979291867182
"2",1800.08333333333,22.9977363383197
"3",1800.16666666667,22.997907514614
"4",1800.25,22.9983926944994
"5",1800.33333333333,22.9991418568746
"6",1800.41666666667,23.000104980638
"7",1800.5,23.0012320446883
"8",1800.58333333333,23.0024730279239
"9",1800.66666666667,23.0037779092435
"10",1800.75,23.0050966675455
"11",1800.83333333333,23.0063792817284
"12",1800.91666666667,23.007575730691
"13",1801,23.0086359933316
"14",1801.08333333333,23.0095100485488
"15",1801.16666666667,23.0101478752411
"16",1801.25,23.0104994523072
"17",1801.33333333333,23.0105147586455
"18",1801.41666666667,23.0101437731546
"19",1801.5,23.0093364747331
"20",1801.58333333333,23.0080428422794
"21",1801.66666666667,23.0062128546921
"22",1801.75,23.0037964908697
"23",1801.83333333333,23.0007437297109
"24",1801.91666666667,22.9970045501141
"25",1802,22.9925289309779
"26",1802.08333333333,22.9873003183121
"27",1802.16666666667,22.9814360265721
"28",1802.25,22.9750868373245
"29",1802.33333333333,22.9684035321359
"30",1802.41666666667,22.9615368925729
"31",1802.5,22.9546377002022
"32",1802.58333333333,22.9478567365905
"33",1802.66666666667,22.9413447833043
"34",1802.75,22.9352526219102
"35",1802.83333333333,22.929731033975
"36",1802.91666666667,22.9249308010652
"37",1803,22.9210027047475
"38",1803.08333333333,22.9180975265884
"39",1803.16666666667,22.9163660481547
"40",1803.25,22.915959051013
"41",1803.33333333333,22.9170273167299
"42",1803.41666666667,22.919721626872
"43",1803.5,22.924192763006
"44",1803.58333333333,22.9305915066984
"45",1803.66666666667,22.939068639516
"46",1803.75,22.9497749430254
"47",1803.83333333333,22.9628611987931
"48",1803.91666666667,22.9784781883859
"49",1804,22.9967766933703
"50",1804.08333333333,23.017843428599
"51",1804.16666666667,23.0415088420692
"52",1804.25,23.0675393150639
"53",1804.33333333333,23.0957012288662
"54",1804.41666666667,23.1257609647593
"55",1804.5,23.1574849040262
"56",1804.58333333333,23.19063942795
"57",1804.66666666667,23.2249909178141
"58",1804.75,23.2603057549012
"59",1804.83333333333,23.2963503204947
"60",1804.91666666667,23.3328909958776
"61",1805,23.3696941623331
"62",1805.08333333333,23.4065262011442
"63",1805.16666666667,23.4431534935941
"64",1805.25,23.4793424209659
"65",1805.33333333333,23.5148593645427
